name,identifier,parentIdentifier,experiment,link,sensor_name,sensor_type,isBundle,isDataset,isProject,isVisible,durationFacet,locationFacet,dataTypeFacet,categoryFacet,collectionFacet
2020-DiversityOne-San Luis Potosí-Questionnaire Diversity B,004.AAAD.AAH.AA.2,004.AAAD.AAH.AA,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Questionnaire%20Diversity%20B,Questionnaire Diversity B,,False,True,False,True,>12 months,Mexico,Synchronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Questionnaire Diversity C,004.AAAD.AAH.AA.3,004.AAAD.AAH.AA,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Questionnaire%20Diversity%20C,Questionnaire Diversity C,,False,True,False,True,>12 months,Mexico,Synchronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Ring Mode,004.AAAD.AAH.BW,004.AAAD.AAH.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Ring%20Mode,Ring Mode,Device-usage,False,True,False,True,>12 months,Mexico,Device-usage,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Screen,004.AAAD.AAH.BX,004.AAAD.AAH.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Screen,Screen,Device-usage,False,True,False,True,>12 months,Mexico,Device-usage,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Step Counter,004.AAAD.AAH.BH,004.AAAD.AAH.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Step%20Counter,Step Counter,Motion,False,True,False,True,>12 months,Mexico,Motion,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Step Detector,004.AAAD.AAH.BI,004.AAAD.AAH.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Step%20Detector,Step Detector,Motion,False,True,False,True,>12 months,Mexico,Motion,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Time Diaries,004.AAAD.AAH.AB,004.AAAD.AAH.AB,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Time%20Diaries,Time Diaries,,False,True,False,True,>12 months,Mexico,Diachronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Touch,004.AAAD.AAH.BY,004.AAAD.AAH.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Touch,Touch,Device-usage,False,True,False,True,>12 months,Mexico,Device-usage,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-User Presence,004.AAAD.AAH.BZ,004.AAAD.AAH.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-User%20Presence,User Presence,Device-usage,False,True,False,True,>12 months,Mexico,Device-usage,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Wifi,004.AAAD.AAH.AN,004.AAAD.AAH.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Wifi,Wifi,Connectivity,False,True,False,True,>12 months,Mexico,Connectivity,Dataset,DiversityOne
2020-DiversityOne-San Luis Potosí-Wifi Networks,004.AAAD.AAH.AO,004.AAAD.AAH.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-San%20Luis%20Potos%C3%AD-Wifi%20Networks,Wifi Networks,Connectivity,False,True,False,True,>12 months,Mexico,Connectivity,Dataset,DiversityOne
2020-DiversityOne-Trento-Accelerometer,004.AAAD.AAA.AY,004.AAAD.AAA.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Accelerometer,Accelerometer,Motion,False,True,False,True,2-6 months,Italy,Motion,Dataset,DiversityOne
2020-DiversityOne-Trento-Activities,004.AAAD.AAA.BF,004.AAAD.AAA.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Activities,Activities,Motion,False,True,False,True,2-6 months,Italy,Motion,Dataset,DiversityOne
2020-DiversityOne-Trento-Airplane Mode,004.AAAD.AAA.BS,004.AAAD.AAA.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Airplane%20Mode,Airplane Mode,Device-usage,False,True,False,True,2-6 months,Italy,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Application,004.AAAD.AAA.AG,004.AAAD.AAA.AG-AH-AI-AJ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Application,Application,App-usage,False,True,False,True,2-6 months,Italy,App-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Battery Monitoring Log,004.AAAD.AAA.BT,004.AAAD.AAA.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Battery%20Monitoring%20Log,Battery Monitoring Log,Device-usage,False,True,False,True,2-6 months,Italy,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Batterycharge,004.AAAD.AAA.BU,004.AAAD.AAA.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Batterycharge,Battery Charge,Device-usage,False,True,False,True,2-6 months,Italy,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Bluetooth,004.AAAD.AAA.AK,004.AAAD.AAA.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Bluetooth,Bluetooth,Connectivity,False,True,False,True,2-6 months,Italy,Connectivity,Dataset,DiversityOne
2020-DiversityOne-Trento-Cellular Network,004.AAAD.AAA.AM,004.AAAD.AAA.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Cellular%20Network,Cellular Network,Connectivity,False,True,False,True,2-6 months,Italy,Connectivity,Dataset,DiversityOne
2020-DiversityOne-Trento-Doze,004.AAAD.AAA.BV,004.AAAD.AAA.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Doze,Doze,Device-usage,False,True,False,True,2-6 months,Italy,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Gyroscope,004.AAAD.AAA.BB,004.AAAD.AAA.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Gyroscope,Gyroscope,Motion,False,True,False,True,2-6 months,Italy,Motion,Dataset,DiversityOne
2020-DiversityOne-Trento-Headset Plug,004.AAAD.AAA.AH,004.AAAD.AAA.AG-AH-AI-AJ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Headset%20Plug,Headset Plug,App-usage,False,True,False,True,2-6 months,Italy,App-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Light,004.AAAD.AAA.AR,004.AAAD.AAA.AS-AR,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Light,Light,Environment,False,True,False,True,2-6 months,Italy,Environment,Dataset,DiversityOne
2020-DiversityOne-Trento-Location POI,004.AAAD.AAA.BN,004.AAAD.AAA.BR-BP-BN-BO,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Location%20POI,Location POI,Position,False,True,False,True,2-6 months,Italy,Position,Dataset,DiversityOne
2020-DiversityOne-Trento-Location RD,004.AAAD.AAA.BO,004.AAAD.AAA.BR-BP-BN-BO,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Location%20RD,Location RD,Position,False,True,False,True,2-6 months,Italy,Position,Dataset,DiversityOne
2020-DiversityOne-Trento-Magnetic Field,004.AAAD.AAA.BP,004.AAAD.AAA.BR-BP-BN-BO,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Magnetic%20Field,Magnetic Field,Position,False,True,False,True,2-6 months,Italy,Position,Dataset,DiversityOne
2020-DiversityOne-Trento-Music,004.AAAD.AAA.AI,004.AAAD.AAA.AG-AH-AI-AJ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Music,Music,App-usage,False,True,False,True,2-6 months,Italy,App-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Notification,004.AAAD.AAA.AJ,004.AAAD.AAA.AG-AH-AI-AJ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Notification,Notification,App-usage,False,True,False,True,2-6 months,Italy,App-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Pressure,004.AAAD.AAA.AS,004.AAAD.AAA.AS-AR,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Pressure,Pressure,Environment,False,True,False,True,2-6 months,Italy,Environment,Dataset,DiversityOne
2020-DiversityOne-Trento-Proximity,004.AAAD.AAA.BR,004.AAAD.AAA.BR-BP-BN-BO,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Proximity,Proximity,Position,False,True,False,True,2-6 months,Italy,Position,Dataset,DiversityOne
2020-DiversityOne-Trento-Questionnaire Diversity A,004.AAAD.AAA.AA.1,004.AAAD.AAA.AA,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Questionnaire%20Diversity%20A,Questionnaire Diversity A,,False,True,False,True,2-6 months,Italy,Synchronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-Trento-Questionnaire Diversity B,004.AAAD.AAA.AA.2,004.AAAD.AAA.AA,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Questionnaire%20Diversity%20B,Questionnaire Diversity B,,False,True,False,True,2-6 months,Italy,Synchronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-Trento-Questionnaire Diversity C,004.AAAD.AAA.AA.3,004.AAAD.AAA.AA,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Questionnaire%20Diversity%20C,Questionnaire Diversity C,,False,True,False,True,2-6 months,Italy,Synchronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-Trento-Ring Mode,004.AAAD.AAA.BW,004.AAAD.AAA.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Ring%20Mode,Ring Mode,Device-usage,False,True,False,True,2-6 months,Italy,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Screen,004.AAAD.AAA.BX,004.AAAD.AAA.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Screen,Screen,Device-usage,False,True,False,True,2-6 months,Italy,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Step Counter,004.AAAD.AAA.BH,004.AAAD.AAA.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Step%20Counter,Step Counter,Motion,False,True,False,True,2-6 months,Italy,Motion,Dataset,DiversityOne
2020-DiversityOne-Trento-Step Detector,004.AAAD.AAA.BI,004.AAAD.AAA.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Step%20Detector,Step Detector,Motion,False,True,False,True,2-6 months,Italy,Motion,Dataset,DiversityOne
2020-DiversityOne-Trento-Time Diaries,004.AAAD.AAA.AB,004.AAAD.AAA.AB,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Time%20Diaries,Time Diaries,,False,True,False,True,2-6 months,Italy,Diachronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-Trento-Touch,004.AAAD.AAA.BY,004.AAAD.AAA.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Touch,Touch,Device-usage,False,True,False,True,2-6 months,Italy,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-User Presence,004.AAAD.AAA.BZ,004.AAAD.AAA.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-User%20Presence,User Presence,Device-usage,False,True,False,True,2-6 months,Italy,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Trento-Wifi,004.AAAD.AAA.AN,004.AAAD.AAA.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Wifi,Wifi,Connectivity,False,True,False,True,2-6 months,Italy,Connectivity,Dataset,DiversityOne
2020-DiversityOne-Trento-Wifi Networks,004.AAAD.AAA.AO,004.AAAD.AAA.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Trento-Wifi%20Networks,Wifi Networks,Connectivity,False,True,False,True,2-6 months,Italy,Connectivity,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Accelerometer,004.AAAD.AAB.AY,004.AAAD.AAB.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Accelerometer,Accelerometer,Motion,False,True,False,True,1 month,Mongolia,Motion,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Activities,004.AAAD.AAB.BF,004.AAAD.AAB.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Activities,Activities,Motion,False,True,False,True,1 month,Mongolia,Motion,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Airplane Mode,004.AAAD.AAB.BS,004.AAAD.AAB.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Airplane%20Mode,Airplane Mode,Device-usage,False,True,False,True,1 month,Mongolia,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Application,004.AAAD.AAB.AG,004.AAAD.AAB.AG-AH-AI-AJ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Application,Application,App-usage,False,True,False,True,1 month,Mongolia,App-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Battery Monitoring Log,004.AAAD.AAB.BT,004.AAAD.AAB.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Battery%20Monitoring%20Log,Battery Monitoring Log,Device-usage,False,True,False,True,1 month,Mongolia,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Batterycharge,004.AAAD.AAB.BU,004.AAAD.AAB.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Batterycharge,Battery Charge,Device-usage,False,True,False,True,1 month,Mongolia,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Bluetooth,004.AAAD.AAB.AK,004.AAAD.AAB.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,Mongolia,Connectivity,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Cellular Network,004.AAAD.AAB.AM,004.AAAD.AAB.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Cellular%20Network,Cellular Network,Connectivity,False,True,False,True,1 month,Mongolia,Connectivity,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Doze,004.AAAD.AAB.BV,004.AAAD.AAB.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Doze,Doze,Device-usage,False,True,False,True,1 month,Mongolia,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Gyroscope,004.AAAD.AAB.BB,004.AAAD.AAB.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Gyroscope,Gyroscope,Motion,False,True,False,True,1 month,Mongolia,Motion,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Headset Plug,004.AAAD.AAB.AH,004.AAAD.AAB.AG-AH-AI-AJ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Headset%20Plug,Headset Plug,App-usage,False,True,False,True,1 month,Mongolia,App-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Light,004.AAAD.AAB.AR,004.AAAD.AAB.AS-AR,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Light,Light,Environment,False,True,False,True,1 month,Mongolia,Environment,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Location POI,004.AAAD.AAB.BN,004.AAAD.AAB.BR-BP-BN-BO,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Location%20POI,Location POI,Position,False,True,False,True,1 month,Mongolia,Position,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Location RD,004.AAAD.AAB.BO,004.AAAD.AAB.BR-BP-BN-BO,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Location%20RD,Location RD,Position,False,True,False,True,1 month,Mongolia,Position,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Magnetic Field,004.AAAD.AAB.BP,004.AAAD.AAB.BR-BP-BN-BO,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Magnetic%20Field,Magnetic Field,Position,False,True,False,True,1 month,Mongolia,Position,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Music,004.AAAD.AAB.AI,004.AAAD.AAB.AG-AH-AI-AJ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Music,Music,App-usage,False,True,False,True,1 month,Mongolia,App-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Notification,004.AAAD.AAB.AJ,004.AAAD.AAB.AG-AH-AI-AJ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Notification,Notification,App-usage,False,True,False,True,1 month,Mongolia,App-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Pressure,004.AAAD.AAB.AS,004.AAAD.AAB.AS-AR,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Pressure,Pressure,Environment,False,True,False,True,1 month,Mongolia,Environment,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Proximity,004.AAAD.AAB.BR,004.AAAD.AAB.BR-BP-BN-BO,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Proximity,Proximity,Position,False,True,False,True,1 month,Mongolia,Position,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Questionnaire Diversity A,004.AAAD.AAB.AA.1,004.AAAD.AAB.AA,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Questionnaire%20Diversity%20A,Questionnaire Diversity A,,False,True,False,True,1 month,Mongolia,Synchronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Questionnaire Diversity B,004.AAAD.AAB.AA.2,004.AAAD.AAB.AA,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Questionnaire%20Diversity%20B,Questionnaire Diversity B,,False,True,False,True,1 month,Mongolia,Synchronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Questionnaire Diversity C,004.AAAD.AAB.AA.3,004.AAAD.AAB.AA,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Questionnaire%20Diversity%20C,Questionnaire Diversity C,,False,True,False,True,1 month,Mongolia,Synchronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Ring Mode,004.AAAD.AAB.BW,004.AAAD.AAB.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Ring%20Mode,Ring Mode,Device-usage,False,True,False,True,1 month,Mongolia,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Screen,004.AAAD.AAB.BX,004.AAAD.AAB.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Screen,Screen,Device-usage,False,True,False,True,1 month,Mongolia,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Step Counter,004.AAAD.AAB.BH,004.AAAD.AAB.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Step%20Counter,Step Counter,Motion,False,True,False,True,1 month,Mongolia,Motion,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Step Detector,004.AAAD.AAB.BI,004.AAAD.AAB.AY-BF-BH-BI,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Step%20Detector,Step Detector,Motion,False,True,False,True,1 month,Mongolia,Motion,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Time Diaries,004.AAAD.AAB.AB,004.AAAD.AAB.AB,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Time%20Diaries,Time Diaries,,False,True,False,True,1 month,Mongolia,Diachronic-Interactions,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Touch,004.AAAD.AAB.BY,004.AAAD.AAB.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Touch,Touch,Device-usage,False,True,False,True,1 month,Mongolia,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-User Presence,004.AAAD.AAB.BZ,004.AAAD.AAB.BS-BV-BW-BX-BY-BU-BT-BZ,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-User%20Presence,User Presence,Device-usage,False,True,False,True,1 month,Mongolia,Device-usage,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Wifi,004.AAAD.AAB.AN,004.AAAD.AAB.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Wifi,Wifi,Connectivity,False,True,False,True,1 month,Mongolia,Connectivity,Dataset,DiversityOne
2020-DiversityOne-Ulaanbaatar-Wifi Networks,004.AAAD.AAB.AO,004.AAAD.AAB.AM-AO-AN-AK,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Ulaanbaatar-Wifi%20Networks,Wifi Networks,Connectivity,False,True,False,True,1 month,Mongolia,Connectivity,Dataset,DiversityOne
2021-ChatApplication1-Asunción-Activities,005.AAAE.AAD.BF,005.AAAE.AAD.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Activities,Activities,Motion,False,True,False,True,1 month,Paraguay,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Asunción-Application,005.AAAE.AAD.AG,005.AAAE.AAD.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Application,Application,App-usage,False,True,False,True,1 month,Paraguay,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-Asunción-Bluetooth,005.AAAE.AAD.AK,005.AAAE.AAD.AK,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,Paraguay,Connectivity,Dataset,ChatApplication1
2021-ChatApplication1-Asunción-Chat,005.AAAE.AAD.CA,005.AAAE.AAD.CA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Chat,Chat,,False,True,False,True,1 month,Paraguay,Diachronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-Asunción-Location,005.AAAE.AAD.BM,005.AAAE.AAD.BM,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Location,Location,Position,False,True,False,True,1 month,Paraguay,Position,Dataset,ChatApplication1
2021-ChatApplication1-Asunción-Notification,005.AAAE.AAD.AJ,005.AAAE.AAD.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Notification,Notification,App-usage,False,True,False,True,1 month,Paraguay,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-Asunción-Questionnaire Exit Survey,005.AAAE.AAD.AA,005.AAAE.AAD.AA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,Paraguay,Synchronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-Asunción-Step Counter,005.AAAE.AAD.BH,005.AAAE.AAD.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Step%20Counter,Step Counter,Motion,False,True,False,True,1 month,Paraguay,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Asunción-Step Detector,005.AAAE.AAD.BI,005.AAAE.AAD.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Asunci%C3%B3n-Step%20Detector,Step Detector,Motion,False,True,False,True,1 month,Paraguay,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Copenhagen-Activities,005.AAAE.AAC.BF,005.AAAE.AAC.BF,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Copenhagen-Activities,Activities,Motion,False,True,False,True,1 month,Denmark,Motion,Dataset,ChatApplication1
