name,identifier,parentIdentifier,experiment,link,sensor_name,sensor_type,isBundle,isDataset,isProject,isVisible,durationFacet,locationFacet,dataTypeFacet,categoryFacet,collectionFacet
2021-ChatApplication1-Copenhagen-Application,005.AAAE.AAC.AG,005.AAAE.AAC.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Copenhagen-Application,Application,App-usage,False,True,False,True,1 month,Denmark,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-Copenhagen-Bluetooth,005.AAAE.AAC.AK,005.AAAE.AAC.AK,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Copenhagen-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,Denmark,Connectivity,Dataset,ChatApplication1
2021-ChatApplication1-Copenhagen-Chat,005.AAAE.AAC.CA,005.AAAE.AAC.CA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Copenhagen-Chat,Chat,,False,True,False,True,1 month,Denmark,Diachronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-Copenhagen-Location,005.AAAE.AAC.BM,005.AAAE.AAC.BM,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Copenhagen-Location,Location,Position,False,True,False,True,1 month,Denmark,Position,Dataset,ChatApplication1
2021-ChatApplication1-Copenhagen-Notification,005.AAAE.AAC.AJ,005.AAAE.AAC.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Copenhagen-Notification,Notification,App-usage,False,True,False,True,1 month,Denmark,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-Copenhagen-Questionnaire Exit Survey,005.AAAE.AAC.AA,005.AAAE.AAC.,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Copenhagen-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,Denmark,Synchronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-London-Activities,005.AAAE.AAE.BF,005.AAAE.AAE.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Activities,Activities,Motion,False,True,False,True,1 month,United Kingdom,Motion,Dataset,ChatApplication1
2021-ChatApplication1-London-Application,005.AAAE.AAE.AG,005.AAAE.AAE.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Application,Application,App-usage,False,True,False,True,1 month,United Kingdom,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-London-Bluetooth,005.AAAE.AAE.AK,005.AAAE.AAE.AK,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,United Kingdom,Connectivity,Dataset,ChatApplication1
2021-ChatApplication1-London-Chat,005.AAAE.AAE.CA,005.AAAE.AAE.CA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Chat,Chat,,False,True,False,True,1 month,United Kingdom,Diachronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-London-Location,005.AAAE.AAE.BM,005.AAAE.AAE.BM,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Location,Location,Position,False,True,False,True,1 month,United Kingdom,Position,Dataset,ChatApplication1
2021-ChatApplication1-London-Notification,005.AAAE.AAE.AJ,005.AAAE.AAE.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Notification,Notification,App-usage,False,True,False,True,1 month,United Kingdom,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-London-Questionnaire Exit Survey,005.AAAE.AAE.AA,005.AAAE.AAE.AA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,United Kingdom,Synchronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-London-Step Counter,005.AAAE.AAE.BH,005.AAAE.AAE.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Step%20Counter,Step Counter,Motion,False,True,False,True,1 month,United Kingdom,Motion,Dataset,ChatApplication1
2021-ChatApplication1-London-Step Detector,005.AAAE.AAE.BI,005.AAAE.AAE.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-London-Step%20Detector,Step Detector,Motion,False,True,False,True,1 month,United Kingdom,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Activities,005.AAAE.AAA.BF,005.AAAE.AAA.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Activities,Activities,Motion,False,True,False,True,1 month,Italy,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Application,005.AAAE.AAA.AG,005.AAAE.AAA.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Application,Application,App-usage,False,True,False,True,1 month,Italy,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Bluetooth,005.AAAE.AAA.AK,005.AAAE.AAA.AK,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,Italy,Connectivity,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Chat,005.AAAE.AAA.CA,005.AAAE.AAA.CA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Chat,Chat,,False,True,False,True,1 month,Italy,Diachronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Location,005.AAAE.AAA.BM,005.AAAE.AAA.BM,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Location,Location,Position,False,True,False,True,1 month,Italy,Position,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Notification,005.AAAE.AAA.AJ,005.AAAE.AAA.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Notification,Notification,App-usage,False,True,False,True,1 month,Italy,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Questionnaire Exit Survey,005.AAAE.AAA.AA,005.AAAE.AAA.AA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,Italy,Synchronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Step Counter,005.AAAE.AAA.BH,005.AAAE.AAA.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Step%20Counter,Step Counter,Motion,False,True,False,True,1 month,Italy,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Trento-Step Detector,005.AAAE.AAA.BI,005.AAAE.AAA.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Trento-Step%20Detector,Step Detector,Motion,False,True,False,True,1 month,Italy,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Activities,005.AAAE.AAB.BF,005.AAAE.AAB.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Activities,Activities,Motion,False,True,False,True,1 month,Mongolia,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Application,005.AAAE.AAB.AG,005.AAAE.AAB.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Application,Application,App-usage,False,True,False,True,1 month,Mongolia,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Bluetooth,005.AAAE.AAB.AK,005.AAAE.AAB.AK,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,Mongolia,Connectivity,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Chat,005.AAAE.AAB.CA,005.AAAE.AAB.CA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Chat,Chat,,False,True,False,True,1 month,Mongolia,Diachronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Location,005.AAAE.AAB.BM,005.AAAE.AAB.BM,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Location,Location,Position,False,True,False,True,1 month,Mongolia,Position,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Notification,005.AAAE.AAB.AJ,005.AAAE.AAB.AG-AJ,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Notification,Notification,App-usage,False,True,False,True,1 month,Mongolia,App-usage,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Questionnaire Exit Survey,005.AAAE.AAB.AA,005.AAAE.AAB.AA,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,Mongolia,Synchronic-Interactions,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Step Counter,005.AAAE.AAB.BH,005.AAAE.AAB.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Step%20Counter,Step Counter,Motion,False,True,False,True,1 month,Mongolia,Motion,Dataset,ChatApplication1
2021-ChatApplication1-Ulaanbaatar-Step Detector,005.AAAE.AAB.BI,005.AAAE.AAB.BF-BH-BI,ChatApplication1,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication1-Ulaanbaatar-Step%20Detector,Step Detector,Motion,False,True,False,True,1 month,Mongolia,Motion,Dataset,ChatApplication1
2021-ChatApplication2-Asunción-Chat,005.AAAG.AAD.CA,005.AAAG.AAD.CA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Asunci%C3%B3n-Chat,Chat,,False,True,False,True,1 month,Paraguay,Diachronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-Asunción-Questionnaire Exit Survey,005.AAAG.AAD.AA,005.AAAG.AAD.AA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Asunci%C3%B3n-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,Paraguay,Synchronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-Copenhagen-Chat,005.AAAG.AAC.CA,005.AAAG.AAC.CA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Copenhagen-Chat,Chat,,False,True,False,True,1 month,Denmark,Diachronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-Copenhagen-Questionnaire Exit Survey,005.AAAG.AAC.AA,005.AAAG.AAC.AA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Copenhagen-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,Denmark,Synchronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-London-Chat,005.AAAG.AAE.CA,005.AAAG.AAE.CA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-London-Chat,Chat,,False,True,False,True,1 month,United Kingdom,Diachronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-London-Questionnaire Exit Survey,005.AAAG.AAE.AA,005.AAAG.AAE.AA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-London-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,United Kingdom,Synchronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Activities,005.AAAG.AAA.BF,005.AAAG.AAA.BF-BH-BI,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Activities,Activities,Motion,False,True,False,True,1 month,Italy,Motion,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Application,005.AAAG.AAA.AG,005.AAAG.AAA.AG-AJ,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Application,Application,App-usage,False,True,False,True,1 month,Italy,App-usage,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Bluetooth,005.AAAG.AAA.AK,005.AAAG.AAA.AK-AL,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,Italy,Connectivity,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Bluetooth Low Energy,005.AAAG.AAA.AL,005.AAAG.AAA.AK-AL,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Bluetooth%20Low%20Energy,Bluetooth Low Energy,Connectivity,False,True,False,True,1 month,Italy,Connectivity,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Chat,005.AAAG.AAA.CA,005.AAAG.AAA.CA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Chat,Chat,,False,True,False,True,1 month,Italy,Diachronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Location POI,005.AAAG.AAA.BM,005.AAAG.AAA.BM-BM,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Location%20POI,Location POI,Position,False,True,False,True,1 month,Italy,Position,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Location RD,005.AAAG.AAA.BM,005.AAAG.AAA.BM-BM,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Location%20RD,Location RD,Position,False,True,False,True,1 month,Italy,Position,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Notification,005.AAAG.AAA.AJ,005.AAAG.AAA.AG-AJ,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Notification,Notification,App-usage,False,True,False,True,1 month,Italy,App-usage,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Questionnaire Exit Survey,005.AAAG.AAA.AA,005.AAAG.AAA.AA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,Italy,Synchronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Step Counter,005.AAAG.AAA.BH,005.AAAG.AAA.BF-BH-BI,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Step%20Counter,Step Counter,Motion,False,True,False,True,1 month,Italy,Motion,Dataset,ChatApplication2
2021-ChatApplication2-Trento-Step Detector,005.AAAG.AAA.BI,005.AAAG.AAA.BF-BH-BI,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Trento-Step%20Detector,Step Detector,Motion,False,True,False,True,1 month,Italy,Motion,Dataset,ChatApplication2
2021-ChatApplication2-Ulaanbaatar-Chat,005.AAAG.AAB.CA,005.AAAG.AAB.CA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Ulaanbaatar-Chat,Chat,,False,True,False,True,1 month,Mongolia,Diachronic-Interactions,Dataset,ChatApplication2
2021-ChatApplication2-Ulaanbaatar-Questionnaire Exit Survey,005.AAAG.AAB.AA,005.AAAG.AAB.AA,ChatApplication2,https://datascientiafoundation.github.io/LivePeople/datasets/2021-ChatApplication2-Ulaanbaatar-Questionnaire%20Exit%20Survey,Questionnaire,,False,True,False,True,1 month,Mongolia,Synchronic-Interactions,Dataset,ChatApplication2
2022-OpenCalls-Hanoi-Accelerometer,006.AAAJ.AAJ.AY,006.AAAJ.AAJ.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Accelerometer,Accelerometer,Motion,False,True,False,True,1 month,Vietnam,Motion,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Activities,006.AAAJ.AAJ.BF,006.AAAJ.AAJ.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Activities,Activities,Motion,False,True,False,True,1 month,Vietnam,Motion,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Airplane Mode,006.AAAJ.AAJ.BS,006.AAAJ.AAJ.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Airplane%20Mode,Airplane Mode,Device-usage,False,True,False,True,1 month,Vietnam,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Application,006.AAAJ.AAJ.AG,006.AAAJ.AAJ.AG-AI-AJ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Application,Application,App-usage,False,True,False,True,1 month,Vietnam,App-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Battery Monitoring Log,006.AAAJ.AAJ.BT,006.AAAJ.AAJ.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Battery%20Monitoring%20Log,Battery Monitoring Log,Device-usage,False,True,False,True,1 month,Vietnam,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Batterycharge,006.AAAJ.AAJ.BU,006.AAAJ.AAJ.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Batterycharge,Battery Charge,Device-usage,False,True,False,True,1 month,Vietnam,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Bluetooth,006.AAAJ.AAJ.AK,006.AAAJ.AAJ.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,Vietnam,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Bluetooth Low Energy,006.AAAJ.AAJ.AL,006.AAAJ.AAJ.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Bluetooth%20Low%20Energy,Bluetooth Low Energy,Connectivity,False,True,False,True,1 month,Vietnam,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Cellular Network,006.AAAJ.AAJ.AM,006.AAAJ.AAJ.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Cellular%20Network,Cellular Network,Connectivity,False,True,False,True,1 month,Vietnam,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Contribution Answers,006.AAAJ.AAJ.AB,006.AAAJ.AAJ.AB-AC,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Contribution%20Answers,Contribution Answers,,False,True,False,True,1 month,Vietnam,Diachronic-Interactions,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Contribution Questions,006.AAAJ.AAJ.AC,006.AAAJ.AAJ.AB-AC,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Contribution%20Questions,Contribution Questions,,False,True,False,True,1 month,Vietnam,Diachronic-Interactions,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Doze,006.AAAJ.AAJ.BV,006.AAAJ.AAJ.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Doze,Doze,Device-usage,False,True,False,True,1 month,Vietnam,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Gyroscope,006.AAAJ.AAJ.BB,006.AAAJ.AAJ.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Gyroscope,Gyroscope,Motion,False,True,False,True,1 month,Vietnam,Motion,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Headset Plug,006.AAAJ.AAJ.AH,006.AAAJ.AAJ.AG-AI-AJ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Headset%20Plug,Headset Plug,App-usage,False,True,False,True,1 month,Vietnam,App-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Light,006.AAAJ.AAJ.AR,006.AAAJ.AAJ.AS-AR,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Light,Light,Environment,False,True,False,True,1 month,Vietnam,Environment,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Location RD,006.AAAJ.AAJ.BO,006.AAAJ.AAJ.BR-BP-BO,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Location%20RD,Location RD,Position,False,True,False,True,1 month,Vietnam,Position,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Magnetic Field,006.AAAJ.AAJ.BP,006.AAAJ.AAJ.BR-BP-BO,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Magnetic%20Field,Magnetic Field,Position,False,True,False,True,1 month,Vietnam,Position,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Music,006.AAAJ.AAJ.AI,006.AAAJ.AAJ.AG-AI-AJ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Music,Music,App-usage,False,True,False,True,1 month,Vietnam,App-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Notification,006.AAAJ.AAJ.AJ,006.AAAJ.AAJ.AG-AI-AJ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Notification,Notification,App-usage,False,True,False,True,1 month,Vietnam,App-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Pressure,006.AAAJ.AAJ.AS,006.AAAJ.AAJ.AS-AR,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Pressure,Pressure,Environment,False,True,False,True,1 month,Vietnam,Environment,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Proximity,006.AAAJ.AAJ.BR,006.AAAJ.AAJ.BR-BP-BO,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Proximity,Proximity,Position,False,True,False,True,1 month,Vietnam,Position,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Ring Mode,006.AAAJ.AAJ.BW,006.AAAJ.AAJ.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Ring%20Mode,Ring Mode,Device-usage,False,True,False,True,1 month,Vietnam,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Screen,006.AAAJ.AAJ.BX,006.AAAJ.AAJ.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Screen,Screen,Device-usage,False,True,False,True,1 month,Vietnam,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Step Counter,006.AAAJ.AAJ.BH,006.AAAJ.AAJ.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Step%20Counter,Step Counter,Motion,False,True,False,True,1 month,Vietnam,Motion,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Step Detector,006.AAAJ.AAJ.BI,006.AAAJ.AAJ.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Step%20Detector,Step Detector,Motion,False,True,False,True,1 month,Vietnam,Motion,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Touch,006.AAAJ.AAJ.BY,006.AAAJ.AAJ.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Touch,Touch,Device-usage,False,True,False,True,1 month,Vietnam,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-User Presence,006.AAAJ.AAJ.BZ,006.AAAJ.AAJ.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-User%20Presence,User Presence,Device-usage,False,True,False,True,1 month,Vietnam,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Wifi,006.AAAJ.AAJ.AN,006.AAAJ.AAJ.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Wifi,Wifi,Connectivity,False,True,False,True,1 month,Vietnam,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Hanoi-Wifi Networks,006.AAAJ.AAJ.AO,006.AAAJ.AAJ.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Hanoi-Wifi%20Networks,Wifi Networks,Connectivity,False,True,False,True,1 month,Vietnam,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Accelerometer,006.AAAI.AAK.AY,006.AAAI.AAK.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Accelerometer,Accelerometer,Motion,False,True,False,True,1 month,Greece,Motion,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Activities,006.AAAI.AAK.BF,006.AAAI.AAK.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Activities,Activities,Motion,False,True,False,True,1 month,Greece,Motion,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Airplane Mode,006.AAAI.AAK.BS,006.AAAI.AAK.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Airplane%20Mode,Airplane Mode,Device-usage,False,True,False,True,1 month,Greece,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Application,006.AAAI.AAK.AG,006.AAAI.AAK.AG-AH-AI-AJ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Application,Application,App-usage,False,True,False,True,1 month,Greece,App-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Battery Monitoring Log,006.AAAI.AAK.BT,006.AAAI.AAK.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Battery%20Monitoring%20Log,Battery Monitoring Log,Device-usage,False,True,False,True,1 month,Greece,Device-usage,Dataset,OpenCalls
