dataset_name,identifier,directory
2021-Diversity2-Asunción-Location RD,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Position/location_rd.parquet
2021-Diversity2-Asunción-Magnetic Field,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Position/magneticfield.parquet
2021-Diversity2-Asunción-Music,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/App-usage/music.parquet
2021-Diversity2-Asunción-Notification,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/App-usage/notification.parquet
2021-Diversity2-Asunción-Pressure,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Environment/pressure.parquet
2021-Diversity2-Asunción-Proximity,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Position/proximity.parquet
2021-Diversity2-Asunción-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Synchronic-Interactions/survey.parquet
2021-Diversity2-Asunción-Ring Mode,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Device-usage/ringmode.parquet
2021-Diversity2-Asunción-Screen,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Device-usage/screen.parquet
2021-Diversity2-Asunción-Step Counter,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Motion/stepcounter.parquet
2021-Diversity2-Asunción-Step Detector,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Motion/stepdetector.parquet
2021-Diversity2-Asunción-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Diachronic-Interactions/timediaries.parquet
2021-Diversity2-Asunción-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Diachronic-Interactions/contributionsconfirmations.parquet
2021-Diversity2-Asunción-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Diachronic-Interactions/contributionsquestions.parquet
2021-Diversity2-Asunción-Touch,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Device-usage/touch.parquet
2021-Diversity2-Asunción-User Presence,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Device-usage/userpresence.parquet
2021-Diversity2-Asunción-Wifi,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Connectivity/wifi.parquet
2021-Diversity2-Asunción-Wifi Networks,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Connectivity/wifinetworks.parquet
2021-Diversity2-Trento-Accelerometer,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Motion/accelerometer.parquet
2021-Diversity2-Trento-Activities,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Motion/activities.parquet
2021-Diversity2-Trento-Airplane Mode,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Device-usage/airplanemode.parquet
2021-Diversity2-Trento-Application,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/App-usage/application.parquet
2021-Diversity2-Trento-Battery Charge,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Device-usage/batterycharge.parquet
2021-Diversity2-Trento-Battery Monitoring Log,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Device-usage/batterymonitoringlog.parquet
2021-Diversity2-Trento-Bluetooth,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Connectivity/bluetooth.parquet
2021-Diversity2-Trento-Cellular Network,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Connectivity/cellularnetwork.parquet
2021-Diversity2-Trento-Doze,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Device-usage/doze.parquet
2021-Diversity2-Trento-Gyroscope,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Motion/gyroscope.parquet
2021-Diversity2-Trento-Headset Plug,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/App-usage/headsetplug.parquet
2021-Diversity2-Trento-Light,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Environment/light.parquet
2021-Diversity2-Trento-Location POI,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Position/location_poi.parquet
2021-Diversity2-Trento-Location RD,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Position/location_rd.parquet
2021-Diversity2-Trento-Magnetic Field,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Position/magneticfield.parquet
2021-Diversity2-Trento-Music,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/App-usage/music.parquet
2021-Diversity2-Trento-Notification,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/App-usage/notification.parquet
2021-Diversity2-Trento-Pressure,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Environment/pressure.parquet
2021-Diversity2-Trento-Proximity,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Position/proximity.parquet
2021-Diversity2-Trento-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Synchronic-Interactions/survey.parquet
2021-Diversity2-Trento-Ring Mode,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Device-usage/ringmode.parquet
2021-Diversity2-Trento-Screen,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Device-usage/screen.parquet
2021-Diversity2-Trento-Step Counter,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Motion/stepcounter.parquet
2021-Diversity2-Trento-Step Detector,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Motion/stepdetector.parquet
2021-Diversity2-Trento-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Diachronic-Interactions/contributionsconfirmations.parquet
2021-Diversity2-Trento-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Diachronic-Interactions/timediaries.parquet
2021-Diversity2-Trento-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Diachronic-Interactions/contributionsquestions.parquet
2021-Diversity2-Trento-Touch,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Device-usage/touch.parquet
2021-Diversity2-Trento-User Presence,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Device-usage/userpresence.parquet
2021-Diversity2-Trento-Wifi,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Connectivity/wifi.parquet
2021-Diversity2-Trento-Wifi Networks,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Trento_IT/Sensors/Connectivity/wifinetworks.parquet
2021-Diversity2-Ulaanbaatar-Accelerometer,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/accelerometer.parquet
2021-Diversity2-Ulaanbaatar-Activities,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/activities.parquet
2021-Diversity2-Ulaanbaatar-Airplane Mode,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/airplanemode.parquet
2021-Diversity2-Ulaanbaatar-Application,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/application.parquet
2021-Diversity2-Ulaanbaatar-Battery Charge,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/batterycharge.parquet
2021-Diversity2-Ulaanbaatar-Battery Monitoring Log,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/batterymonitoringlog.parquet
2021-Diversity2-Ulaanbaatar-Bluetooth,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/bluetooth.parquet
2021-Diversity2-Ulaanbaatar-Cellular Network,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/cellularnetwork.parquet
2021-Diversity2-Ulaanbaatar-Doze,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/doze.parquet
2021-Diversity2-Ulaanbaatar-Gyroscope,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/gyroscope.parquet
2021-Diversity2-Ulaanbaatar-Headset Plug,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/headsetplug.parquet
2021-Diversity2-Ulaanbaatar-Light,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Environment/light.parquet
2021-Diversity2-Ulaanbaatar-Location POI,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/location_poi.parquet
2021-Diversity2-Ulaanbaatar-Location RD,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/location_rd.parquet
2021-Diversity2-Ulaanbaatar-Magnetic Field,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/magneticfield.parquet
2021-Diversity2-Ulaanbaatar-Music,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/music.parquet
2021-Diversity2-Ulaanbaatar-Notification,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/notification.parquet
2021-Diversity2-Ulaanbaatar-Pressure,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Environment/pressure.parquet
2021-Diversity2-Ulaanbaatar-Proximity,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/proximity.parquet
2021-Diversity2-Ulaanbaatar-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Synchronic-Interactions/survey.parquet
2021-Diversity2-Ulaanbaatar-Ring Mode,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/ringmode.parquet
2021-Diversity2-Ulaanbaatar-Screen,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/screen.parquet
2021-Diversity2-Ulaanbaatar-Step Counter,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/stepcounter.parquet
2021-Diversity2-Ulaanbaatar-Step Detector,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/stepdetector.parquet
2021-Diversity2-Ulaanbaatar-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Diachronic-Interactions/contributionsconfirmations.parquet
2021-Diversity2-Ulaanbaatar-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Diachronic-Interactions/contributionsquestions.parquet
2021-Diversity2-Ulaanbaatar-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Diachronic-Interactions/timediaries.parquet
2021-Diversity2-Ulaanbaatar-Touch,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/touch.parquet
2021-Diversity2-Ulaanbaatar-User Presence,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/userpresence.parquet
2021-Diversity2-Ulaanbaatar-Wifi,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/wifi.parquet
2021-Diversity2-Ulaanbaatar-Wifi Networks,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/wifinetworks.parquet
2022-ChatApplication2-Asunción-Chat,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Asuncion_PY/Diachronic-Interactions/chat.parquet
2022-ChatApplication2-Asunción-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Asuncion_PY/Synchronic-Interactions/survey.parquet
2022-ChatApplication2-Copenhagen-Chat,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Copenhagen_DK/Diachronic-Interactions/chat.parquet
2022-ChatApplication2-Copenhagen-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Copenhagen_DK/Synchronic-Interactions/survey.parquet
2022-ChatApplication2-London-Chat,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_London_UK/Diachronic-Interactions/chat.parquet
2022-ChatApplication2-London-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_London_UK/Synchronic-Interactions/survey.parquet
2022-ChatApplication2-Trento-Activities,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Sensors/Motion/activitiespertime.parquet
2022-ChatApplication2-Trento-Application,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Sensors/App-usage/application.parquet
2022-ChatApplication2-Trento-Bluetooth,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Sensors/Connectivity/bluetooth.parquet
2022-ChatApplication2-Trento-Chat,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Diachronic-Interactions/chat.parquet
2022-ChatApplication2-Trento-Location RD,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Sensors/Position/location.parquet
2022-ChatApplication2-Trento-Notification,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Sensors/App-usage/notification.parquet
2022-ChatApplication2-Trento-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Synchronic-Interactions/survey.parquet
2022-ChatApplication2-Trento-Step Counter,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Sensors/Motion/stepcounter.parquet
2022-ChatApplication2-Trento-Step Detector,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Trento_IT/Sensors/Motion/stepdetector.parquet
2022-ChatApplication2-Ulaanbaatar-Chat,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Ulan-Bator_MN/Diachronic-Interactions/chat.parquet
2022-ChatApplication2-Ulaanbaatar-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2022.09.18-2022.09.22_ChatApplication2/v3/Location/Site_Ulan-Bator_MN/Synchronic-Interactions/survey.parquet
2022-OpenCalls-Hanoi-Accelerometer,006.AAAJ.AAJ.AY,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Motion/accelerometer.parquet
2022-OpenCalls-Hanoi-Activities,006.AAAJ.AAJ.CF,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Motion/activitiespertime.parquet
2022-OpenCalls-Hanoi-Airplane Mode,006.AAAJ.AAJ.BS,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Device-usage/airplanemode.parquet
2022-OpenCalls-Hanoi-Application,006.AAAJ.AAJ.AG,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/App-usage/application.parquet
2022-OpenCalls-Hanoi-Battery Charge,006.AAAJ.AAJ.BT,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Device-usage/batterycharge.parquet
2022-OpenCalls-Hanoi-Battery Monitoring Log,006.AAAJ.AAJ.BU,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Device-usage/batterymonitoringlog.parquet
2022-OpenCalls-Hanoi-Bluetooth,006.AAAJ.AAJ.CE,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Connectivity/bluetooth.parquet
2022-OpenCalls-Hanoi-Cellular Network,006.AAAJ.AAJ.AM,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Connectivity/cellularnetwork.parquet
2022-OpenCalls-Hanoi-Doze,006.AAAJ.AAJ.BV,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Device-usage/doze.parquet
2022-OpenCalls-Hanoi-Gyroscope,006.AAAJ.AAJ.BB,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Motion/gyroscope.parquet
2022-OpenCalls-Hanoi-Headset Plug,006.AAAJ.AAJ.AH,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/App-usage/headsetplug.parquet
2022-OpenCalls-Hanoi-Light,006.AAAJ.AAJ.AR,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Environment/light.parquet
2022-OpenCalls-Hanoi-Location RD,006.AAAJ.AAJ.CD,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Position/location.parquet
2022-OpenCalls-Hanoi-Magnetic Field,006.AAAJ.AAJ.BP,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Position/magneticfield.parquet
2022-OpenCalls-Hanoi-Music,006.AAAJ.AAJ.AI,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/App-usage/music.parquet
2022-OpenCalls-Hanoi-Notification,006.AAAJ.AAJ.AJ,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/App-usage/notification.parquet
2022-OpenCalls-Hanoi-Pressure,006.AAAJ.AAJ.AS,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Environment/pressure.parquet
2022-OpenCalls-Hanoi-Proximity,006.AAAJ.AAJ.BR,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Position/proximity.parquet
2022-OpenCalls-Hanoi-Ring Mode,006.AAAJ.AAJ.BW,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Device-usage/ringmode.parquet
2022-OpenCalls-Hanoi-Screen,006.AAAJ.AAJ.BX,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Device-usage/screen.parquet
2022-OpenCalls-Hanoi-Step Counter,006.AAAJ.AAJ.BH,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Motion/stepcounter.parquet
2022-OpenCalls-Hanoi-Step Detector,006.AAAJ.AAJ.BI,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Motion/stepdetector.parquet
2022-OpenCalls-Hanoi-Time Diaries,006.AAAJ.AAJ.CG,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Diachronic-Interactions/contributionsanswers.parquet
2022-OpenCalls-Hanoi-Time Diaries,006.AAAJ.AAJ.CG,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Diachronic-Interactions/contributionsquestions.parquet
2022-OpenCalls-Hanoi-Touch,006.AAAJ.AAJ.BY,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Device-usage/touch.parquet
2022-OpenCalls-Hanoi-User Presence,006.AAAJ.AAJ.BZ,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Device-usage/userpresence.parquet
2022-OpenCalls-Hanoi-Wifi,006.AAAJ.AAJ.AN,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Connectivity/wifi.parquet
2022-OpenCalls-Hanoi-Wifi Networks,006.AAAJ.AAJ.AO,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-FPT/v3/Location/Site_Hanoi_VN/Sensors/Connectivity/wifinetworks.parquet
2022-OpenCalls-Thessaloniki-Accelerometer,006.AAAI.AAK.AY,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Motion/accelerometer.parquet
2022-OpenCalls-Thessaloniki-Activities,006.AAAI.AAK.CF,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Motion/activitiespertime.parquet
2022-OpenCalls-Thessaloniki-Airplane Mode,006.AAAI.AAK.BS,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Device-usage/airplanemode.parquet
2022-OpenCalls-Thessaloniki-Application,006.AAAI.AAK.AG,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/App-usage/application.parquet
2022-OpenCalls-Thessaloniki-Battery Charge,006.AAAI.AAK.BT,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Device-usage/batterycharge.parquet
2022-OpenCalls-Thessaloniki-Battery Monitoring Log,006.AAAI.AAK.BU,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Device-usage/batterymonitoringlog.parquet
2022-OpenCalls-Thessaloniki-Bluetooth,006.AAAI.AAK.CE,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Connectivity/bluetooth.parquet
2022-OpenCalls-Thessaloniki-Cellular Network,006.AAAI.AAK.AM,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Connectivity/cellularnetwork.parquet
