dataset_name,identifier,directory
2020-DiversityOne-Copenhagen-Cellular Network,004.AAAD.AAC.AM,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Connectivity/cellularnetwork.parquet
2020-DiversityOne-Copenhagen-Doze,004.AAAD.AAC.BV,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Device-usage/doze.parquet
2020-DiversityOne-Copenhagen-Gyroscope,004.AAAD.AAC.BB,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Motion/gyroscope.parquet
2020-DiversityOne-Copenhagen-Headset Plug,004.AAAD.AAC.AH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/App-usage/headsetplug.parquet
2020-DiversityOne-Copenhagen-Light,004.AAAD.AAC.AR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Environment/light.parquet
2020-DiversityOne-Copenhagen-Location POI,004.AAAD.AAC.CC,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Position/location_poi.parquet
2020-DiversityOne-Copenhagen-Location RD,004.AAAD.AAC.CD,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Position/location_rd.parquet
2020-DiversityOne-Copenhagen-Magnetic Field,004.AAAD.AAC.BP,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Position/magneticfield.parquet
2020-DiversityOne-Copenhagen-Music,004.AAAD.AAC.AI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/App-usage/music.parquet
2020-DiversityOne-Copenhagen-Notification,004.AAAD.AAC.AJ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/App-usage/notification.parquet
2020-DiversityOne-Copenhagen-Pressure,004.AAAD.AAC.AS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Environment/pressure.parquet
2020-DiversityOne-Copenhagen-Proximity,004.AAAD.AAC.BR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Position/proximity.parquet
2020-DiversityOne-Copenhagen-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Synchronic-Interactions/survey2.parquet
2020-DiversityOne-Copenhagen-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Synchronic-Interactions/survey1.parquet
2020-DiversityOne-Copenhagen-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Synchronic-Interactions/survey3.parquet
2020-DiversityOne-Copenhagen-Questionnaire Diversity A,004.AAAD.AAC.AA.1,
2020-DiversityOne-Copenhagen-Questionnaire Diversity B,004.AAAD.AAC.AA.2,
2020-DiversityOne-Copenhagen-Questionnaire Diversity C,004.AAAD.AAC.AA.3,
2020-DiversityOne-Copenhagen-Ring Mode,004.AAAD.AAC.BW,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Device-usage/ringmode.parquet
2020-DiversityOne-Copenhagen-Screen,004.AAAD.AAC.BX,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Device-usage/screen.parquet
2020-DiversityOne-Copenhagen-Step Counter,004.AAAD.AAC.BH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Motion/stepcounter.parquet
2020-DiversityOne-Copenhagen-Step Detector,004.AAAD.AAC.BI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Motion/stepdetector.parquet
2020-DiversityOne-Copenhagen-Time Diaries,004.AAAD.AAC.CG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Diachronic-Interactions/timediaries.parquet
2020-DiversityOne-Copenhagen-Touch,004.AAAD.AAC.BY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Device-usage/touch.parquet
2020-DiversityOne-Copenhagen-User Presence,004.AAAD.AAC.BZ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Device-usage/userpresence.parquet
2020-DiversityOne-Copenhagen-Wifi,004.AAAD.AAC.AN,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Connectivity/wifi.parquet
2020-DiversityOne-Copenhagen-Wifi Networks,004.AAAD.AAC.AO,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Copenhagen_DK/Sensors/Connectivity/wifinetworks.parquet
2020-DiversityOne-Jilin-Accelerometer,004.AAAD.AAF.AY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Motion/accelerometer.parquet
2020-DiversityOne-Jilin-Activities,004.AAAD.AAF.CF,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Motion/activities.parquet
2020-DiversityOne-Jilin-Airplane Mode,004.AAAD.AAF.BS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Device-usage/airplanemode.parquet
2020-DiversityOne-Jilin-Application,004.AAAD.AAF.AG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/App-usage/application.parquet
2020-DiversityOne-Jilin-Battery Charge,004.AAAD.AAF.BT,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Device-usage/batterycharge.parquet
2020-DiversityOne-Jilin-Battery Monitoring Log,004.AAAD.AAF.BU,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Device-usage/batterymonitoringlog.parquet
2020-DiversityOne-Jilin-Bluetooth,004.AAAD.AAF.CE,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Connectivity/bluetooth.parquet
2020-DiversityOne-Jilin-Cellular Network,004.AAAD.AAF.AM,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Connectivity/cellularnetwork.parquet
2020-DiversityOne-Jilin-Doze,004.AAAD.AAF.BV,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Device-usage/doze.parquet
2020-DiversityOne-Jilin-Gyroscope,004.AAAD.AAF.BB,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Motion/gyroscope.parquet
2020-DiversityOne-Jilin-Headset Plug,004.AAAD.AAF.AH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/App-usage/headsetplug.parquet
2020-DiversityOne-Jilin-Light,004.AAAD.AAF.AR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Environment/light.parquet
2020-DiversityOne-Jilin-Location POI,004.AAAD.AAF.CC,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Position/location_poi.parquet
2020-DiversityOne-Jilin-Location RD,004.AAAD.AAF.CD,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Position/location_rd.parquet
2020-DiversityOne-Jilin-Magnetic Field,004.AAAD.AAF.BP,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Position/magneticfield.parquet
2020-DiversityOne-Jilin-Music,004.AAAD.AAF.AI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/App-usage/music.parquet
2020-DiversityOne-Jilin-Notification,004.AAAD.AAF.AJ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/App-usage/notification.parquet
2020-DiversityOne-Jilin-Pressure,004.AAAD.AAF.AS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Environment/pressure.parquet
2020-DiversityOne-Jilin-Proximity,004.AAAD.AAF.BR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Position/proximity.parquet
2020-DiversityOne-Jilin-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Synchronic-Interactions/survey1.parquet
2020-DiversityOne-Jilin-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Synchronic-Interactions/survey2.parquet
2020-DiversityOne-Jilin-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Synchronic-Interactions/survey3.parquet
2020-DiversityOne-Jilin-Questionnaire Diversity A,004.AAAD.AAF.AA.1,
2020-DiversityOne-Jilin-Questionnaire Diversity B,004.AAAD.AAF.AA.2,
2020-DiversityOne-Jilin-Questionnaire Diversity C,004.AAAD.AAF.AA.3,
2020-DiversityOne-Jilin-Ring Mode,004.AAAD.AAF.BW,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Device-usage/ringmode.parquet
2020-DiversityOne-Jilin-Screen,004.AAAD.AAF.BX,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Device-usage/screen.parquet
2020-DiversityOne-Jilin-Step Counter,004.AAAD.AAF.BH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Motion/stepcounter.parquet
2020-DiversityOne-Jilin-Step Detector,004.AAAD.AAF.BI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Motion/stepdetector.parquet
2020-DiversityOne-Jilin-Time Diaries,004.AAAD.AAF.CG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Diachronic-Interactions/timediaries.parquet
2020-DiversityOne-Jilin-Touch,004.AAAD.AAF.BY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Device-usage/touch.parquet
2020-DiversityOne-Jilin-User Presence,004.AAAD.AAF.BZ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Device-usage/userpresence.parquet
2020-DiversityOne-Jilin-Wifi,004.AAAD.AAF.AN,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Connectivity/wifi.parquet
2020-DiversityOne-Jilin-Wifi Networks,004.AAAD.AAF.AO,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Jilin_CN/Sensors/Connectivity/wifinetworks.parquet
2020-DiversityOne-London-Accelerometer,004.AAAD.AAE.AY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Motion/accelerometer.parquet
2020-DiversityOne-London-Activities,004.AAAD.AAE.CF,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Motion/activities.parquet
2020-DiversityOne-London-Airplane Mode,004.AAAD.AAE.BS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Device-usage/airplanemode.parquet
2020-DiversityOne-London-Application,004.AAAD.AAE.AG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/App-usage/application.parquet
2020-DiversityOne-London-Battery Charge,004.AAAD.AAE.BT,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Device-usage/batterycharge.parquet
2020-DiversityOne-London-Battery Monitoring Log,004.AAAD.AAE.BU,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Device-usage/batterymonitoringlog.parquet
2020-DiversityOne-London-Bluetooth,004.AAAD.AAE.CE,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Connectivity/bluetooth.parquet
2020-DiversityOne-London-Cellular Network,004.AAAD.AAE.AM,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Connectivity/cellularnetwork.parquet
2020-DiversityOne-London-Doze,004.AAAD.AAE.BV,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Device-usage/doze.parquet
2020-DiversityOne-London-Gyroscope,004.AAAD.AAE.BB,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Motion/gyroscope.parquet
2020-DiversityOne-London-Headset Plug,004.AAAD.AAE.AH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/App-usage/headsetplug.parquet
2020-DiversityOne-London-Light,004.AAAD.AAE.AR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Environment/light.parquet
2020-DiversityOne-London-Location POI,004.AAAD.AAE.CC,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Position/location_poi.parquet
2020-DiversityOne-London-Location RD,004.AAAD.AAE.CD,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Position/location_rd.parquet
2020-DiversityOne-London-Magnetic Field,004.AAAD.AAE.BP,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Position/magneticfield.parquet
2020-DiversityOne-London-Music,004.AAAD.AAE.AI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/App-usage/music.parquet
2020-DiversityOne-London-Notification,004.AAAD.AAE.AJ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/App-usage/notification.parquet
2020-DiversityOne-London-Pressure,004.AAAD.AAE.AS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Environment/pressure.parquet
2020-DiversityOne-London-Proximity,004.AAAD.AAE.BR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Position/proximity.parquet
2020-DiversityOne-London-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Synchronic-Interactions/survey3.parquet
2020-DiversityOne-London-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Synchronic-Interactions/survey1.parquet
2020-DiversityOne-London-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Synchronic-Interactions/survey2.parquet
2020-DiversityOne-London-Questionnaire Diversity A,004.AAAD.AAE.AA.1,
2020-DiversityOne-London-Questionnaire Diversity B,004.AAAD.AAE.AA.2,
2020-DiversityOne-London-Questionnaire Diversity C,004.AAAD.AAE.AA.3,
2020-DiversityOne-London-Ring Mode,004.AAAD.AAE.BW,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Device-usage/ringmode.parquet
2020-DiversityOne-London-Screen,004.AAAD.AAE.BX,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Device-usage/screen.parquet
2020-DiversityOne-London-Step Counter,004.AAAD.AAE.BH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Motion/stepcounter.parquet
2020-DiversityOne-London-Step Detector,004.AAAD.AAE.BI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Motion/stepdetector.parquet
2020-DiversityOne-London-Time Diaries,004.AAAD.AAE.CG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Diachronic-Interactions/timediaries.parquet
2020-DiversityOne-London-Touch,004.AAAD.AAE.BY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Device-usage/touch.parquet
2020-DiversityOne-London-User Presence,004.AAAD.AAE.BZ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Device-usage/userpresence.parquet
2020-DiversityOne-London-Wifi,004.AAAD.AAE.AN,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Connectivity/wifi.parquet
2020-DiversityOne-London-Wifi Networks,004.AAAD.AAE.AO,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_London_UK/Sensors/Connectivity/wifinetworks.parquet
2020-DiversityOne-San Luis Potosí-Accelerometer,004.AAAD.AAH.AY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Motion/accelerometer.parquet
2020-DiversityOne-San Luis Potosí-Activities,004.AAAD.AAH.CF,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Motion/activities.parquet
2020-DiversityOne-San Luis Potosí-Airplane Mode,004.AAAD.AAH.BS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Device-usage/airplanemode.parquet
2020-DiversityOne-San Luis Potosí-Application,004.AAAD.AAH.AG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/App-usage/application.parquet
2020-DiversityOne-San Luis Potosí-Battery Charge,004.AAAD.AAH.BT,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Device-usage/batterycharge.parquet
2020-DiversityOne-San Luis Potosí-Battery Monitoring Log,004.AAAD.AAH.BU,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Device-usage/batterymonitoringlog.parquet
2020-DiversityOne-San Luis Potosí-Bluetooth,004.AAAD.AAH.CE,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Connectivity/bluetooth.parquet
2020-DiversityOne-San Luis Potosí-Cellular Network,004.AAAD.AAH.AM,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Connectivity/cellularnetwork.parquet
2020-DiversityOne-San Luis Potosí-Doze,004.AAAD.AAH.BV,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Device-usage/doze.parquet
2020-DiversityOne-San Luis Potosí-Gyroscope,004.AAAD.AAH.BB,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Motion/gyroscope.parquet
2020-DiversityOne-San Luis Potosí-Headset Plug,004.AAAD.AAH.AH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/App-usage/headsetplug.parquet
2020-DiversityOne-San Luis Potosí-Light,004.AAAD.AAH.AR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Environment/light.parquet
2020-DiversityOne-San Luis Potosí-Location POI,004.AAAD.AAH.CC,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Position/location_poi.parquet
2020-DiversityOne-San Luis Potosí-Location RD,004.AAAD.AAH.CD,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Position/location_rd.parquet
2020-DiversityOne-San Luis Potosí-Magnetic Field,004.AAAD.AAH.BP,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Position/magneticfield.parquet
2020-DiversityOne-San Luis Potosí-Music,004.AAAD.AAH.AI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/App-usage/music.parquet
2020-DiversityOne-San Luis Potosí-Notification,004.AAAD.AAH.AJ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/App-usage/notification.parquet
2020-DiversityOne-San Luis Potosí-Pressure,004.AAAD.AAH.AS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Environment/pressure.parquet
2020-DiversityOne-San Luis Potosí-Proximity,004.AAAD.AAH.BR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Position/proximity.parquet
2020-DiversityOne-San Luis Potosí-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Synchronic-Interactions/survey3.parquet
2020-DiversityOne-San Luis Potosí-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Synchronic-Interactions/survey1.parquet
2020-DiversityOne-San Luis Potosí-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Synchronic-Interactions/survey2.parquet
2020-DiversityOne-San Luis Potosí-Questionnaire Diversity A,004.AAAD.AAH.AA.1,
2020-DiversityOne-San Luis Potosí-Questionnaire Diversity B,004.AAAD.AAH.AA.2,
2020-DiversityOne-San Luis Potosí-Questionnaire Diversity C,004.AAAD.AAH.AA.3,
2020-DiversityOne-San Luis Potosí-Ring Mode,004.AAAD.AAH.BW,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Device-usage/ringmode.parquet
2020-DiversityOne-San Luis Potosí-Screen,004.AAAD.AAH.BX,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Device-usage/screen.parquet
2020-DiversityOne-San Luis Potosí-Step Counter,004.AAAD.AAH.BH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Motion/stepcounter.parquet
2020-DiversityOne-San Luis Potosí-Step Detector,004.AAAD.AAH.BI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Motion/stepdetector.parquet
2020-DiversityOne-San Luis Potosí-Time Diaries,004.AAAD.AAH.CG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Diachronic-Interactions/timediaries.parquet
2020-DiversityOne-San Luis Potosí-Touch,004.AAAD.AAH.BY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Device-usage/touch.parquet
2020-DiversityOne-San Luis Potosí-User Presence,004.AAAD.AAH.BZ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Device-usage/userpresence.parquet
2020-DiversityOne-San Luis Potosí-Wifi,004.AAAD.AAH.AN,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Connectivity/wifi.parquet
2020-DiversityOne-San Luis Potosí-Wifi Networks,004.AAAD.AAH.AO,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_San-Luis-Potosi_MX/Sensors/Connectivity/wifinetworks.parquet
2020-DiversityOne-Trento-Accelerometer,004.AAAD.AAA.AY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Motion/accelerometer.parquet
2020-DiversityOne-Trento-Activities,004.AAAD.AAA.CF,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Motion/activities.parquet
2020-DiversityOne-Trento-Airplane Mode,004.AAAD.AAA.BS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Device-usage/airplanemode.parquet
2020-DiversityOne-Trento-Application,004.AAAD.AAA.AG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/App-usage/application.parquet
2020-DiversityOne-Trento-Battery Charge,004.AAAD.AAA.BT,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Device-usage/batterycharge.parquet
2020-DiversityOne-Trento-Battery Monitoring Log,004.AAAD.AAA.BU,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Device-usage/batterymonitoringlog.parquet
